smiles,ld50_zhu
O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,3.216
C[N+](C)([O-])c1ccc(N=Nc2ccccc2)cc1,2.04
CC(C)(N1CC1C#N)N1CC1C(N)=O,1.797
CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.879
CCCCCCCCCCCCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.539
CCN(CC)C(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.677
CCOP(=S)(Oc1cnn(C)c(=O)c1Cl)OC(C)C,3.4610000000000003
CNC(=O)Oc1cc(C(C)C)ccc1C,2.919
C=C(Cl)C(=O)OC,3.249
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.902
CC(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.966
CCOP(=S)(Oc1c(OC)cnn(C)c1=O)OC(C)C,4.11
CN1CCN(C)C1=O,1.958
CCSP(=O)(Oc1cnn(C)c(=O)c1OC)OC(C)C,3.964
CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.013
OCP(CO)CO,2.843
O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0.983
CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,1.725
O=C(CN1CCN(CCc2ccccc2)CC1)NN=Cc1ccc([N+](=O)[O-])o1,3.3310000000000004
O=C(CN1CCNCC1)NC1CCCCC1,1.7619999999999998
O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,1.5590000000000002
CC(C(=O)O)c1ccc(C2CCCCC2)cc1,2.9160000000000004
CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO,1.449
CCCCNC(=O)c1ccccc1,1.538
O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,2.345
CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,1.771
CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.138
Nc1c(Cl)cc(Cl)cc1C(=O)O,1.699
O=C1OC(=O)c2cccc3cccc1c23,1.206
N#CSCC(Cl)SC#N,3.261
COc1ccc(OC)c(CC(C)N)c1,3.0580000000000003
O=[N+]([O-])C(F)(COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])(N(F)F)N(F)F)[N+](=O)[O-],2.744
O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,2.294
Cc1cc(=O)nc(C(C)C)[nH]1,1.751
COC(=NC#N)OC,1.881
COc1c2ccoc2cc2oc(C)cc(=O)c12,2.442
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,2.892
CC(C)=NOC(=O)Nc1ccccc1,2.096
NNC(=O)OC1CC2CCC(C1)N2C(=O)Oc1ccccc1,1.786
O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.58
OC(CCl)COCCCCCOCC(O)CCl,2.109
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,2.915
CC(O)COC(C)COC(C)CO,1.807
CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)OC,3.844
OCCNC1CCCCC1,0.573
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2.594
Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N,2.172
CCCCc1ccc(C(=O)c2ccccc2F)cc1,2.506
CCO[Si](CCCN=C=O)(OCC)OCC,2.544
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,2.977
CNC(=O)Nc1nnc(C(C)(C)C)s1,2.03
COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,2.479
COc1ccccc1C=Nc1ccccc1C(=O)O,2.231
CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,2.47
CCCOC(=O)C1COc2ccccc2O1,1.475
O=C(Cl)CCCC(=O)Cl,2.827
O=C1C(=O)c2ncccc2-c2cccnc21,4.624
c1ccc(-c2ccccc2-c2ccccc2)cc1,2.084
CCSc1nnc(C(C)(C)C)c(=O)n1N,2.5810000000000004
COC(=O)Cc1cccc2ccccc12,2.023
Oc1cc2nc(C(F)(F)F)[nH]c2cc1Cl,3.63
CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,1.5659999999999998
CC=C(CC)C(=O)NC(N)=O,1.796
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.927
Oc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,3.67
CC(C)(C)c1cc(CCC(=O)NCCN)cc(C(C)(C)C)c1O,2.313
C=Cc1cccc(C)c1,1.719
CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,6.332000000000002
O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,1.6
C=C(C)c1ccc(C(C)(C)N=C=O)cc1,1.66
C=C(C)C(=O)CC,2.37
CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,4.208
O=C(O)c1ccccc1C(=O)c1ccccc1,1.692
CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,1.682
CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,3.781
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(O)C1OC,2.937
COc1cc2c(OC3OCC(OC)C(OC)C3O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)COC3=O,4.636
CC(C)CCCCCOC(=O)CS,2.769
Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,1.6880000000000002
CCS(=O)(=O)Nc1c(C)cc(OC(=O)NC)cc1C,2.565
O=S(=O)(Cl)c1ccccc1Cl,1.449
CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,1.658
CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,1.989
O=C(Cl)c1cc(Cl)cc(Cl)c1,2.421
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,1.81
CC(C)CCCCC(=O)O,2.205
CCCCS(=O)(=O)NC1CCCCC1,1.891
O=C=Nc1cccc(Cl)c1,1.5630000000000002
O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,2.053
CC(C)(S)C(=O)NC(CS)C(=O)O,1.758
CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,1.38
CCN1C(=O)NC(c2ccccc2)C1=O,2.134
O=C(Cl)c1cccc(Cl)c1Cl,1.953
CC1(C)COCCO1,1.588
CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,3.451
CCCCCCCC[Si](OCC)(OCC)OCC,1.495
ClCc1cccc2ccccc12,2.298
CC1=NN(c2ccc(C)cc2)C(=O)C1,1.403
CCOC(=O)CN=C=O,2.0580000000000003
CO[Si](CCCNCCCN)(OC)OC,1.797
O=C(NCCO[N+](=O)[O-])c1cccnc1,2.238
Cc1cc(-n2c(C)nc3ccccc3c2=O)n(-c2ccccc2)n1,2.245
CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,3.506
Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1.318
O=[N+]([O-])CCCO,3.135
CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.369
Cc1nc(C)c(Cl)c(O)c1Cl,1.028
COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,3.5580000000000003
O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,2.957
C#CC(C)(C)N,1.7519999999999998
CC(=CC(=O)O)C1CCCCC1,1.764
CCOC=C(C(=O)OCC)C(=O)OCC,2.369
Nc1ccc(O)c2c1C(=O)c1c(N)c(Br)cc(O)c1C2=O,1.446
CC(C)CCOC(=O)c1ccccc1O,1.8
CCC=CCCOC(=O)c1ccccc1O,1.644
CCOC1CCCCC1O,2.254
ClC(Cl)C(Cl)C(Cl)C(Cl)Cl,2.821
CCC(C)c1ccc2ncccc2c1,2.259
CCC(O)OC(O)CC,0.956
O=S1(=O)CC(Cl)C(Cl)C1,2.594
O=CC(Cl)=C(Cl)C(=O)O,3.228
CC(C)C(=O)OCC(C)(C)C(O)C(C)C,1.83
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,3.071
Clc1cccc(Cl)c1Cl,1.996
O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,2.292
CCN(CC)CC#N,2.846
CCSC(=O)COc1ccc(Cl)cc1C,2.491
COC(=O)CNCP(=O)(O)Oc1ccccc1,1.801
COCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.371
CC(C)c1ccccc1C(C)C,1.464
CC=C(C)C=CC=C(C)C,1.856
COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.905
OCC(O)C(O)C(O)CO,0.965
CCc1c(C)[nH]c2c1C(=O)C(CN1CCC3(CC1)OCCO3)CC2,3.141
CCN(CC)C(=O)Cl,1.7009999999999998
CO[Si](C)(OC)c1ccccc1,2.31
N#Cc1ccc(F)cc1C#N,4.019
CC(C)(C)c1ccccc1O,2.533
Cc1ccc2c(-c3cccc(O)c3)nc(=O)n(C(C)C)c2c1,2.266
CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.395
CCN(CC)CCOCc1cc(Br)cc(Br)c1OC,2.898
CC(C)CCCCCCCO,1.482
CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,2.408
Nn1cnc2cc3ccccc3cc2c1=O,2.592
O=[N+]([O-])c1c[nH]cn1,2.275
CC(=O)OC1CCCCC1C(C)(C)C,1.635
CCCCCCC(C)(C)S,1.461
CCO[Si](C)(CCCCN)OCC,1.5
COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,3.474
Cc1ccc(N)c(S(=O)(=O)O)c1,1.204
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,2.702
S=c1[nH]c2ccc(Cl)cc2[nH]1,3.09
OCCN1CCCCC1,1.936
c1ccc2[nH]c(SN3CCCCC3)nc2c1,2.437
CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-],1.939
Nc1cnn(-c2ccccc2)c(=O)c1Br,1.496
O=C(O)c1cc(I)cc(I)c1I,2.789
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1.749
CCN(COC(C)=O)N=O,2.256
COc1ccccc1OCC(O)COC(=O)c1cccnc1,1.595
O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,3.059
Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N,2.225
CCCN(COC(C)=O)N=O,2.205
O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.639
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1.987
C=CC(=O)OC1CCCCC1,1.246
Cc1nn(C)c(=O)c2noc(C)c12,2.253
Nc1ccc(O)c(C(=O)O)c1,1.7380000000000002
NN1C(=O)CC(c2cccc(Br)c2)C1=O,2.226
Cc1ccc(C)c([N+](=O)[O-])c1,1.7919999999999998
CCCOC(=O)COc1cccc(C(C)(C)C)c1,2.143
Cn1nc(-c2ccccc2)c2conc2c1=O,2.356
COP(=S)(OC)Oc1ccc(SC)cc1,4.422
CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,2.129
CCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,4.22
Nc1ccc(Cl)cc1[N+](=O)[O-],2.635
O=c1c2nocc2c(-c2ccccc2)nn1-c1ccccc1,2.461
CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,2.609
CCC(C)c1ccccc1O,2.672
CCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.935
Cc1onc2c(=O)n(C)nc(-c3ccccc3)c12,2.382
Cc1onc2c(=O)n(-c3ccccc3)nc(-c3ccccc3)c12,2.482
CCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.791
ClC(Cl)(Cl)CC1CO1,2.068
O=C(NO)c1ccccc1O,1.486
CCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,4.012
CCCCP(=S)(CCCC)CCCC,2.521
O=C(Cl)c1ccc(Cl)cc1Cl,1.655
O=c1[nH]nc(-c2ccccc2)c2conc12,2.329
CCCCCC1=CCCC1=O,1.84
CCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.699
CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.869
O=Cc1ccccc1Cl,1.813
CC(C)c1ccc(-c2ccccc2)cc1,1.633
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,1.861
CCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.422
O=c1nn[nH]c2ccccc12,2.393
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,2.126
C=CCNP(=O)(OC=C(Cl)Cl)OCCCl,4.0710000000000015
Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,2.374
O=C1CCCCC1C1CCCCC1,1.557
CCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.443
C=CCNP(=O)(OC=C(Cl)Cl)OC1CCCCC1,3.497
COc1cccc(OC)c1O,2.448
CSc1ccc(O)cc1C,1.6569999999999998
CC(O)COC(C)CP(CC(C)OCC(C)O)CC(C)OCC(C)O,1.4269999999999998
COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,2.18
C=CC(=O)OCCOC,2.507
N#Cc1ccccc1C#N,3.631
O=Cc1cccc(Br)c1,2.216
CS(=O)C(C)(C)CO,1.081
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,1.51
COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,2.051
CC(C)(C)C(=O)CCc1ccc(Cl)cc1,1.854
CC(C)(CO)S(C)(=O)=O,1.129
Clc1ccc2ccccc2c1,1.894
CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,1.829
CS(=O)C(C)(C)C(N)=O,0.97
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1,2.62
O=C(Nc1cccc(Cl)c1)OCC#CCOC(=O)Nc1cccc(Cl)c1,2.286
CC(=O)C=Cc1ccc2c(c1)OCO2,1.6769999999999998
CC(C)(C(=O)O)S(C)(=O)=O,1.465
CCN(CCO)c1cccc(C)c1,2.117
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,2.186
Cc1cccc(N(CCO)CCO)c1,1.7990000000000002
CCC(O)CCO,0.7170000000000001
N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,2.394
Clc1cccc(Cl)c1Nc1ncccn1,1.706
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.83
CN(C)C(=O)ON=C(C#N)c1ccccc1,3.848
COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3,2.9930000000000003
OCCN(CCO)c1cccc(Cl)c1,1.622
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.982
CCC1NC(=O)c2ccccc2O1,2.131
ClC(=NNc1c(Cl)cc(Cl)cc1Cl)c1ccccc1,2.668
CN(C)CCCO,1.685
C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C,2.207
CCCCc1ccccc1O,2.375
CCCCCCCOCCOCCO,1.842
CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,2.832
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,3.685
ClC1=C(Cl)C2(Cl)C3C(Br)C=CC3C1(Cl)C2(Cl)Cl,2.604
CNC(=O)ON=C1SCC(=O)NC1(C)C,5.319
COc1ccccc1NC(=O)CC(C)=O,2.112
ClC1=C(Cl)C2(Cl)C3C4OC(C5OC54)C3C1(Cl)C2(Cl)Cl,3.431
CNC(=O)ON=C1SC(C)C(=O)NC1(C)C,5.443
CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,2.557
COc1ccccc1NC(=O)CC(=O)c1ccccc1,2.226
CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,2.387
Cc1cccnc1-n1c(C)nc2ccccc2c1=O,2.804
CCN(CCCl)c1ccccc1,2.474
CNC(=O)ON=C1SCC(=O)NC1C,4.584
c1coc(OCC2CO2)c1,2.105
CC1C(=NOC(=O)N(C)SC(Cl)(Cl)Cl)SCC(=O)N1C,5.032
CCN(CCO)c1ccccc1,2.003
ClCC1CS1,3.434
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,2.161
CCCCCCc1ccccc1O,2.137
O=P(OCCCCl)(OCCCCl)OCCCCl,2.339
COc1cc2ccc(=O)oc2cc1O,1.704
N#CC(Br)Br,2.909
CC(C)C1C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,0.618
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,3.196
N#CCCN(CCO)c1ccccc1,1.773
CC(C)C(C(=O)OC(C#N)c1ccc(Oc2ccccc2)cc1)c1ccc(Cl)cc1,2.969
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,4.431
CCCC(C)(C)O,2.31
O=C(O)c1cc2ccccc2cc1O,2.354
c1ccc2c(c1)Cc1ccccc1N2,1.928
CNC(=O)ON=CC1(C)SCCS1,4.572
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,2.907
Oc1ccc(-c2ccccc2)cc1CN1CCCC1,3.927
Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,2.38
COc1ccc(-c2ccccc2)cc1CN1CCCC1,3.98
CC=Cc1ccc(OC)c(OC)c1,1.853
O=C(O)C(Cl)(Cl)CCl,1.858
CC(C)Cc1ccc2ccccc2n1,2.259
CCOP(=O)(OCC)Oc1ccc(Cl)cc1Cl,3.4760000000000004
O=C1C(Cc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.062
Oc1ccc(-c2ccccc2)cc1CN1CCCCC1,3.95
CC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.357
CCN(CC)Cc1cc(-c2ccccc2)ccc1O,3.96
CCOC(=O)C1CCCCC1,1.596
Oc1ccc(Nc2ccc3ccccc3c2)cc1,1.656
CCC(C)=C1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.181
C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,1.751
CCOc1ccc(-c2ccccc2)cc1CN1CCCC1,3.972
COc1cc(C)ccc1O,2.271
CC(=O)CC(=O)Nc1ccccc1C,2.077
Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,2.65
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,3.827
COP(=S)(Oc1ccc([N+](=O)[O-])c(C)c1)OC(C)C,4.087
CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,2.738
CC(C)CCCCCCCOP(Oc1ccccc1)Oc1ccccc1,2.199
Cc1ccccc1NC(=N)NC(=N)N,2.378
COP(=O)(OC)Sc1ccc(Cl)cc1,3.403
BrCC(Br)C1CCC(Br)C(Br)C1,2.123
CC(=O)CC(=O)Nc1ccccc1Cl,1.261
CCCCCCCCCC=CCC1CC(=O)OC1=O,2.019
CNC(=O)Sc1ccc(OS(C)(=O)=O)cc1,3.3680000000000003
Cc1cc(-c2ccccc2)[nH]n1,1.944
CCOP(=S)(OCC)N(SN(C)C(=O)ON=C(C)SC)C(C)C,3.094
C=CCN(CC=C)C(=O)CCl,2.395
O=C1c2ccccc2-c2ccc3c4c(O)c(O)c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,2.367
CC(C(O)c1ccccc1)N(C)CCC#N,2.366
CCOP(=O)(OCC)Oc1cc(C)oc(=O)c1,4.895
Clc1ccc(N=Nc2ccc(NCCCN3CCCCC3)c3c2CCCC3)cc1,2.564
S=c1sc2nc3ccccc3nc2s1,2.1180000000000003
CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.779
Cc1cccc(C)c1N(Cn1cccn1)C(=O)CCl,2.444
CCC(COc1ccc(C(C)(C)C)cc1)OS(=O)Oc1ccccc1C,1.372
C#CCN1CCC2=C(C1)c1c(O)cc(C(C)C(C)CCCCC)cc1OC2(C)C,2.643
CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,1.474
ClCNc1cc(Cl)ccc1Oc1ccc(Cl)cc1,2.62
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.12
NC1CCCC(N)C1,2.467
CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,2.035
CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,2.006
CN(CCO)c1ccccc1,1.7280000000000002
OC1CC2CC1C1CC=CC21,1.672
C=CS(=O)(=O)COCS(=O)(=O)C=C,3.656
CC(C)c1noc2nc(C(C)(C)C)ncc12,1.153
CCOC(=O)c1ccc(N)cc1,1.735
OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.0490000000000002
CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,0.8440000000000001
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,2.276
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.615
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,1.113
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,1.933
CCC(C)NC(=S)C(=S)NC(C)CC,4.588
CCOC(=O)c1ccc(OC)cc1,1.946
FC(F)(F)c1nc2c(Br)c(Br)cc(Br)c2[nH]1,4.52
CCCCOC(=O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.82
O=C(OCCOc1ccc(Cl)cc1Cl)c1ccccc1,2.263
COC(=O)CCBr,2.019
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,2.286
CCCCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,2.139
COc1ccc2c(c1)c(CC(=O)Oc1cccc(C(F)(F)F)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.213
N=C1C=C(Br)C(=O)c2c(N)cc(Br)c(O)c21,2.1590000000000003
O=Cc1ccc(O)cc1O,2.5380000000000003
CC=C(CC)C(=O)NC(N)=O,1.796
CCN(N=O)C(C)(C)C,1.91
COc1ccc2c(c1)c(CC(=O)Oc1cccc(C)c1)c(C)n2C(=O)c1ccc(Cl)cc1,3.66
OC1(c2ccc(F)cc2)c2ccccc2C2=NCCN21,3.128
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,1.7619999999999998
O=C1c2ccccc2-c2c([N+](=O)[O-])cc3c4cc([N+](=O)[O-])c5c6c(ccc(c7ccc1c2c73)c64)C(=O)c1ccccc1-5,1.7380000000000002
O=C(O)c1c(Cl)ccc(Cl)c1O,2.123
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.515
CC(Cc1ccccc1)N(C)C(=O)Cn1nc(-c2ccccc2)ccc1=O,2.7510000000000003
CCC(C)OP(=S)(OC)OC,3.872
FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,2.724
c1ccc2[nH]nnc2c1,2.3280000000000003
c1nnc(NCNc2nncs2)s1,2.9160000000000004
CC(C)N(Sc1nc2ccccc2s1)C(C)C,1.71
CC1(C)CNC(=NN=C(C=Cc2ccc(C(F)(F)F)cc2)C=Cc2ccc(C(F)(F)F)cc2)NC1,2.641
ClC(Cl)=C1C(Cl)(Cl)C(Cl)=C(Cl)C1(Cl)Cl,1.983
c1ccc2sc(SNC3CCCCC3)nc2c1,1.6980000000000002
Cc1ccc(S(=O)(=O)NC(=O)NC2C3CCC(C)(C2O)C3(C)C)cc1,1.3090000000000002
CCCC(=O)OCN(C)N=O,2.301
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,2.5580000000000003
C=CC(=O)OCC1CC2C=CC1C2,2.122
CC(C)CCCCCc1ccc(O)cc1,1.982
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,2.005
CCC(C)(C)OO,2.081
CC(C(=O)O)c1ccc2c(c1)C(=O)Cc1ccccc1O2,3.425
Cc1ccccc1Cl,1.511
ClP(Cl)Oc1ccccc1,2.457
FC(F)(F)c1nnc2c3ccccc3ccn12,2.556
CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,5.457000000000002
COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,3.679
Oc1ccccc1Cl,3.507
O=C1CCCN1CCO,0.952
CC(C(=O)O)c1cccc2c(-c3ccccc3)coc12,2.448
CC(C)c1ccc(C(C)(C)O)cc1,1.198
C=CCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.1630000000000003
Nc1ccc(Cl)c(Cl)c1,2.4730000000000003
CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1,2.166
CCCN1CCCC1=Nc1ccc(Cl)c(Cl)c1,2.107
O=C1C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.75
OCC(Br)CBr,2.505
CC(=NNC(=O)c1ccncc1)c1ccco1,3.319
CCC(C)=NO,1.972
CCCC=CC(OCC)OCC,2.302
OC1(c2ccccc2)c2cc(F)ccc2C2=NCCN21,3.827
CC(=O)C=CC1C(C)C=C(C)CC1C,1.568
ClC1C=CCC1,2.506
CC=CC(C)OC,1.918
[O-][n+]1onc2c1c1no[n+]([O-])c1c1no[n+]([O-])c21,1.942
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,3.495
C#CCOS(=O)OC(CC)COc1ccc(C(C)(C)CC)cc1,2.228
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,2.701
